User_ID,Age,Gender,Height_cm,Weight_kg,Steps,Calories_Burned,Workout_Type,Workout_Duration_Minutes,Heart_Rate,Sleep_Hours,Water_Intake_Liters,Date
1276,42,male,157,106,10684,490,Cardio,118,71,9.5,2.5,2023-02-01 02:00:00
1760,41,male,164,68,13723,725,,22,115,7.1,2.5,2023-02-01 03:00:00
1675,34,F,174,84,5827,679,,62,151,8.9,2.7,2023-02-01 04:00:00
1393,43,male,143,91,19161,183,HIIT,62,198,8.9,1.5,
1868,32,male,153,52,1059,472,,46,143,9.4,3.2,2023-02-01 06:00:00
1456,58,male,178,98,7986,330,Cardio,72,144,3.5,2.8,2023-02-01 07:00:00
1919,56,male,165,53,11643,496,,75,90,7.1,3.4,2023-02-01 08:00:00
1191,57,male,147,47,16216,,Strength,49,53,6.3,3.2,2023-02-01 09:00:00
1738,35,Female,163,98,8860,728,,87,147,6.4,2.7,2023-02-01 10:00:00
1688,55,Male,155,65,,395,Yoga,70,59,6.2,1.1,
1098,54,,159,92,14806,394,,104,143,8.9,3.7,2023-02-01 12:00:00
1547,38,male,154,91,15950,282,cardio,15,116,5.2,1.8,2023-02-01 13:00:00
1977,47,,146,107,2592,346,HIIT,34,187,6.2,3.9,2023-02-01 14:00:00
1998,48,,197,60,15464,496,Cardio,112,122,4.4,1.9,
1095,20,Female,156,49,7097,198,,55,194,4.8,1,2023-02-01 16:00:00
1663,58,male,161,55,7458,213,,40,102,,3.6,2023-02-01 17:00:00
1662,49,,161,73,10151,773,Strength,111,,3.8,3.3,2023-02-01 18:00:00
1189,55,male,193,92,5166,,Strength,,117,4.3,3.3,2023-02-01 19:00:00
1735,26,F,151,,7488,362,cardio,72,162,6.7,0.8,2023-02-01 20:00:00
1036,18,F,,78,11415,666,HIIT,100,145,3.3,3.6,
1779,48,F,195,104,13008,268,Cardio,103,151,3.9,2.6,2023-02-01 22:00:00
1368,26,,185,106,12170,391,Cardio,77,188,9,2.1,2023-02-01 23:00:00
1694,31,F,186,46,18430,429,Cardio,,93,8.9,3.7,2023-02-02 00:00:00
1524,33,Female,154,63,15516,573,cardio,89,168,5.4,2.8,2023-02-02 01:00:00
1278,45,Female,176,93,10260,512,cardio,,159,5.4,1,2023-02-02 02:00:00
1216,25,,155,72,8636,455,,16,95,9.6,2.3,2023-02-02 03:00:00
1866,33,male,144,92,5187,635,HIIT,94,72,,2.7,2023-02-02 04:00:00
1872,53,Male,141,81,4340,463,Cardio,75,155,7.1,3.6,2023-02-02 05:00:00
1797,34,male,191,93,7177,662,Cardio,64,175,,1.5,2023-02-02 06:00:00
1272,51,male,167,,16941,316,,81,139,8.5,3.3,2023-02-02 07:00:00
1880,28,male,196,73,4435,543,HIIT,51,147,9.7,3.3,2023-02-02 08:00:00
1061,18,,180,104,8300,212,HIIT,36,124,5.5,0.9,2023-02-02 09:00:00
1595,25,Male,193,73,13669,421,HIIT,11,163,6.1,0.6,2023-02-02 10:00:00
1879,53,F,166,102,1965,186,Strength,79,169,7.7,2.5,2023-02-02 11:00:00
1728,,male,170,92,8444,165,HIIT,13,134,9.8,3.3,2023-02-02 12:00:00
1341,42,Female,180,67,11626,492,,30,92,9.2,2.4,2023-02-02 13:00:00
1396,23,,175,71,15610,495,cardio,10,,7.7,3.3,2023-02-02 14:00:00
1698,57,,186,51,1500,688,HIIT,47,192,9,2.7,2023-02-02 15:00:00
1018,32,Female,182,93,5554,772,Strength,69,179,,2.8,2023-02-02 16:00:00
1176,24,male,140,98,17433,382,Yoga,85,182,5.6,0.6,
1611,21,Male,189,86,18371,725,Strength,100,153,3.1,0.8,2023-02-02 18:00:00
1395,58,F,168,103,14291,758,Strength,23,142,4.2,3,2023-02-02 19:00:00
1444,40,,,88,7771,565,,88,90,7.4,3.2,2023-02-02 20:00:00
1232,54,F,147,70,18499,416,Strength,97,81,9.2,2.4,
1914,,Male,196,67,4932,475,Strength,91,155,7.4,2.6,2023-02-02 22:00:00
1075,,,155,52,5434,592,Cardio,26,51,7.6,2.7,2023-02-02 23:00:00
1264,52,F,197,,4567,709,cardio,82,59,3.7,0.9,
1454,24,Male,167,58,2658,225,,56,168,7.7,2.8,2023-02-03 01:00:00
1795,33,F,161,51,11068,396,,91,150,6.2,2.2,2023-02-03 02:00:00
1717,36,male,157,53,15161,729,Cardio,65,159,7.6,2.6,2023-02-03 03:00:00
1734,,Male,161,47,8944,462,Yoga,62,116,5.3,2.5,2023-02-03 04:00:00
1383,58,F,180,61,50000,725,,27,,7.1,3.2,2023-02-03 05:00:00
1563,53,male,151,88,15408,741,,78,147,6,1.6,2023-02-03 06:00:00
,55,male,158,90,9017,492,Yoga,57,146,6.9,1.8,2023-02-03 07:00:00
1505,51,Male,164,102,,331,,18,55,4,1.9,2023-02-03 08:00:00
1366,58,Female,189,72,1970,781,HIIT,63,62,5.8,3.2,2023-02-03 09:00:00
1143,52,,198,58,14285,548,Yoga,44,70,5.6,2,2023-02-03 10:00:00
1884,30,,144,53,1207,390,,117,,8.2,1.1,
1068,,male,198,70,17643,441,,55,169,7.9,3.9,2023-02-03 12:00:00
1098,33,male,173,46,6025,203,,10,169,9.4,2.2,2023-02-03 13:00:00
1395,49,,178,78,5358,294,Cardio,50,185,7.4,0.9,2023-02-03 14:00:00
,37,Female,198,63,17888,505,Yoga,82,126,5.2,2.8,2023-02-03 15:00:00
1947,26,,149,83,13490,747,Cardio,41,147,8.5,3.1,2023-02-03 16:00:00
1890,28,F,186,57,2759,626,Yoga,93,107,6.5,2.3,2023-02-03 17:00:00
1468,19,Male,196,49,15301,171,,86,250,,2.8,2023-02-03 18:00:00
1483,37,,146,94,15387,,cardio,49,50,8.2,1.1,2023-02-03 19:00:00
1564,22,,199,67,,441,Yoga,20,126,3.9,1.8,2023-02-03 20:00:00
1150,58,male,176,73,4794,385,Strength,71,59,4.2,1.1,
1143,,F,186,70,4590,178,Strength,55,,8.3,,2023-02-03 22:00:00
1568,19,Male,191,101,15698,309,Strength,57,197,8.4,2.5,2023-02-03 23:00:00
1038,43,male,199,45,13332,679,,52,111,,2,2023-02-04 00:00:00
1108,30,male,191,72,7970,699,Yoga,60,62,5.1,2.6,2023-02-04 01:00:00
1692,16,Female,,106,10593,250,,70,59,9.1,2.3,2023-02-04 02:00:00
1041,18,,181,91,4329,439,Strength,51,52,8.1,1.6,2023-02-04 03:00:00
1185,29,Male,163,,12036,526,HIIT,35,83,8.8,,2023-02-04 04:00:00
1934,53,Male,165,75,,322,Strength,113,83,8,1.4,2023-02-04 05:00:00
1397,16,Male,165,93,3092,492,Cardio,20,134,7.1,1.2,2023-02-04 06:00:00
1222,53,male,185,49,19059,728,Cardio,34,107,3.8,3,2023-02-04 07:00:00
1633,53,Female,165,75,1287,340,cardio,49,154,8,3.4,2023-02-04 08:00:00
1132,36,F,197,81,18169,588,cardio,34,58,,3,2023-02-04 09:00:00
1162,44,male,149,59,3316,,Strength,93,90,5.2,2.8,2023-02-04 10:00:00
1214,20,F,156,96,17259,784,Strength,115,74,8.2,1.6,2023-02-04 11:00:00
,25,Female,192,55,3838,492,,84,85,6.9,3,2023-02-04 12:00:00
1234,,,153,87,12829,274,,117,57,6.9,2.6,2023-02-04 13:00:00
1842,36,Male,,67,9137,757,cardio,83,175,5.6,0.7,2023-02-04 14:00:00
1657,22,F,187,84,2265,701,Strength,61,163,3.8,3.7,2023-02-04 15:00:00
1750,18,male,152,107,3983,509,,12,154,4.5,0.8,2023-02-04 16:00:00
1587,35,,166,46,15689,652,HIIT,48,142,8.4,2.3,2023-02-04 17:00:00
,34,,148,91,15107,322,Yoga,,138,4.9,2.3,2023-02-04 18:00:00
,50,Male,146,74,9143,543,cardio,44,87,3,3.4,2023-02-04 19:00:00
1953,19,F,187,60,9030,610,cardio,49,141,10,3.7,2023-02-04 20:00:00
1491,,,149,103,14122,269,Cardio,104,168,4.5,3.8,2023-02-04 21:00:00
1912,16,male,195,91,50000,422,Strength,94,150,7.6,2.5,2023-02-04 22:00:00
1252,19,Female,193,74,1611,507,cardio,31,162,9.5,2.9,2023-02-04 23:00:00
1229,27,male,148,53,50000,535,cardio,71,77,7.2,0.8,2023-02-05 00:00:00
1518,42,Male,161,109,6424,468,,28,148,8.6,2.2,2023-02-05 01:00:00
1173,,male,162,,10939,410,HIIT,23,185,9.8,,2023-02-05 02:00:00
,38,male,146,108,2628,430,Strength,110,90,9,2.1,2023-02-05 03:00:00
1167,,male,187,,14176,478,Yoga,118,167,6.9,0.7,2023-02-05 04:00:00
1169,36,male,148,96,8907,273,HIIT,59,72,5.5,1.2,2023-02-05 05:00:00
1392,39,Male,166,62,4372,625,Yoga,71,72,6.4,2,2023-02-05 06:00:00
1945,40,,,102,14102,427,Cardio,96,81,8.9,1.3,
1794,47,F,168,93,10789,242,cardio,99,187,9,1.9,2023-02-05 08:00:00
1633,47,Female,156,76,4139,696,,52,130,8.9,1.7,2023-02-05 09:00:00
1193,20,F,159,92,12643,,HIIT,64,148,7.2,1.6,2023-02-05 10:00:00
1516,51,F,146,89,19643,681,Yoga,117,112,6.3,0.8,2023-02-05 11:00:00
1028,57,Female,182,98,3250,316,Strength,49,85,5.2,,2023-02-05 12:00:00
1164,57,Male,179,90,7121,385,Cardio,21,142,3,2.9,2023-02-05 13:00:00
,54,,146,,9181,181,Cardio,74,95,8.4,2.7,2023-02-05 14:00:00
1338,31,Male,167,81,16303,380,cardio,43,76,4.9,2.6,2023-02-05 15:00:00
1647,48,F,158,60,17667,340,cardio,,125,5.3,1.9,2023-02-05 16:00:00
1495,36,Male,159,90,6725,762,Yoga,92,150,8.9,3.4,2023-02-05 17:00:00
1364,24,,183,90,16584,740,Yoga,32,58,3.4,3.8,2023-02-05 18:00:00
1832,21,Female,178,105,14219,657,Cardio,80,178,9.5,0.5,2023-02-05 19:00:00
1341,50,,179,90,9794,606,Yoga,16,105,3,0.8,
1499,54,F,146,95,15112,404,cardio,74,136,9.6,2.9,2023-02-05 21:00:00
1656,37,Female,145,106,12544,428,Cardio,27,67,6.2,1.3,2023-02-05 22:00:00
1510,56,F,164,79,5075,205,Cardio,17,91,3.7,3.7,2023-02-05 23:00:00
1326,20,,180,86,13778,798,Strength,98,160,7.7,2.8,2023-02-06 00:00:00
1216,57,F,198,,7162,255,Strength,51,122,,1.8,2023-02-06 01:00:00
1300,38,Female,152,91,8636,730,Yoga,102,,6.1,2,2023-02-06 02:00:00
1131,32,Female,178,74,9002,341,Yoga,96,182,7.8,2.9,2023-02-06 03:00:00
1803,27,F,179,68,14453,427,cardio,102,59,9.9,1,2023-02-06 04:00:00
1069,38,Female,161,87,15633,693,cardio,10,,4.7,3.6,2023-02-06 05:00:00
,31,Female,188,78,18877,324,Strength,88,121,8.7,0.5,2023-02-06 06:00:00
1414,18,F,156,67,13992,784,,24,101,5.1,3.9,2023-02-06 07:00:00
1786,45,,187,105,13126,234,HIIT,37,111,6,1.1,2023-02-06 08:00:00
,37,Female,161,,14090,365,,,166,5,,2023-02-06 09:00:00
1875,24,Female,173,57,17756,163,,115,174,6.1,0.6,2023-02-06 10:00:00
1181,44,Female,147,,8071,186,HIIT,,109,3,2,2023-02-06 11:00:00
1166,52,Female,188,86,14749,176,Yoga,105,135,,2.7,2023-02-06 12:00:00
1090,38,F,184,82,12983,725,,55,192,6.1,0.7,2023-02-06 13:00:00
1713,28,,157,96,7586,219,,86,144,7.4,2.1,2023-02-06 14:00:00
1857,47,,163,88,11641,303,HIIT,30,,7.5,1.6,2023-02-06 15:00:00
1530,38,Male,199,108,4967,587,HIIT,58,88,7.1,2.2,2023-02-06 16:00:00
1038,32,Female,193,57,1822,420,Strength,48,56,5.1,2.3,2023-02-06 17:00:00
1125,55,Female,199,72,1221,690,Cardio,47,189,9.6,,2023-02-06 18:00:00
,36,Male,181,45,7880,223,cardio,18,63,5.7,0.9,2023-02-06 19:00:00
1172,17,,141,87,13129,720,Strength,29,83,4.5,0.8,2023-02-06 20:00:00
1652,52,male,141,86,16543,298,,93,171,6.9,1.9,2023-02-06 21:00:00
1753,21,male,166,94,4888,655,cardio,17,122,8.2,,2023-02-06 22:00:00
1219,59,,153,104,14499,159,Strength,23,113,3.1,3.5,2023-02-06 23:00:00
1637,33,Female,187,45,11352,793,Strength,71,146,4.9,2.5,2023-02-07 00:00:00
1057,45,male,178,95,11117,651,HIIT,93,61,8.8,3.6,2023-02-07 01:00:00
1659,37,F,192,60,13772,211,,44,,6.5,3.3,2023-02-07 02:00:00
1475,48,F,192,83,4993,537,Strength,64,83,5.9,1.5,2023-02-07 03:00:00
1455,45,Male,,59,,381,HIIT,54,76,9.5,1.1,2023-02-07 04:00:00
1828,,,151,77,2666,733,Yoga,30,199,3.6,1.6,2023-02-07 05:00:00
1894,58,,171,97,17312,677,cardio,,67,7.3,1.3,
1360,47,male,167,61,12273,699,Strength,62,195,5.4,2.7,2023-02-07 07:00:00
1934,57,,194,50,15338,594,,114,86,3.5,2.5,2023-02-07 08:00:00
1000,29,,167,75,5757,470,Yoga,63,184,4.5,2.6,2023-02-07 09:00:00
1386,25,male,185,84,12360,232,HIIT,95,117,7.4,1.2,2023-02-07 10:00:00
1972,,male,164,74,18938,583,Strength,52,129,3.2,3.3,2023-02-07 11:00:00
1347,,,143,51,7115,166,,15,135,7.1,2,2023-02-07 12:00:00
1189,24,male,165,57,6437,518,HIIT,64,109,9.7,2.2,2023-02-07 13:00:00
1504,57,,175,48,10272,731,HIIT,53,97,8.6,4,2023-02-07 14:00:00
1190,43,Male,189,94,13126,732,,100,149,5.4,1.5,2023-02-07 15:00:00
1507,26,,142,47,17471,404,HIIT,77,133,4,1.9,2023-02-07 16:00:00
1368,29,Female,140,56,8115,605,cardio,13,144,6.3,2.9,2023-02-07 17:00:00
1408,54,Male,156,109,3703,792,Yoga,72,101,5.8,3.6,2023-02-07 18:00:00
1823,34,Male,146,71,12151,710,Yoga,101,126,9.8,0.9,2023-02-07 19:00:00
1928,30,,187,94,19802,682,Cardio,100,133,9.9,,2023-02-07 20:00:00
1933,43,F,144,61,,541,Strength,67,103,5.9,3.7,2023-02-07 21:00:00
1116,39,male,158,76,2747,469,HIIT,63,199,,2,2023-02-07 22:00:00
1133,23,Male,178,,9232,369,Strength,90,88,9.4,1.5,2023-02-07 23:00:00
1057,,F,185,61,16151,563,Yoga,112,250,8.6,2.9,2023-02-08 00:00:00
1555,24,Female,173,78,,181,,47,97,6.6,1.4,2023-02-08 01:00:00
1684,48,F,174,79,17422,165,HIIT,69,162,5.6,1.8,2023-02-08 02:00:00
1671,48,,188,68,12276,,cardio,61,169,6.1,3.6,2023-02-08 03:00:00
1172,34,Female,155,98,19535,322,,38,176,9.3,2.6,2023-02-08 04:00:00
1828,18,Female,179,62,4937,798,HIIT,49,90,4.3,0.8,2023-02-08 05:00:00
1814,25,F,189,94,7886,328,HIIT,80,96,8.6,1.7,2023-02-08 06:00:00
1148,55,,186,90,11282,722,Cardio,17,121,3.1,2.7,
1079,,Male,178,92,1208,646,,114,106,9.4,2.2,2023-02-08 08:00:00
1885,16,F,166,77,1599,253,cardio,106,111,6.5,2.8,2023-02-08 09:00:00
1212,44,Male,180,71,4709,466,Strength,105,135,4.6,3.2,2023-02-08 10:00:00
1202,,F,,45,17597,737,,44,106,3,2.2,2023-02-08 11:00:00
1763,28,Male,189,103,6723,330,cardio,91,121,6.9,4,2023-02-08 12:00:00
1228,16,,,54,15004,281,HIIT,116,173,4.7,3.7,2023-02-08 13:00:00
1675,49,Female,164,69,10768,304,HIIT,25,66,7.4,0.7,2023-02-08 14:00:00
1226,44,male,165,101,11316,508,HIIT,27,129,5,1.4,2023-02-08 15:00:00
1658,28,Female,195,59,,384,HIIT,68,88,3.6,1.6,2023-02-08 16:00:00
1531,44,Male,153,72,8972,314,HIIT,111,192,6.5,1.1,2023-02-08 17:00:00
1440,54,,153,57,18206,576,,98,66,,1.6,2023-02-08 18:00:00
1401,39,Female,153,58,19979,637,,43,84,6.2,2,2023-02-08 19:00:00
1046,41,male,164,78,16546,362,,,82,6.2,0.7,2023-02-08 20:00:00
1232,32,Male,175,69,,306,cardio,78,,7.1,,2023-02-08 21:00:00
1304,22,Female,143,98,,224,HIIT,87,160,6.7,0.8,2023-02-08 22:00:00
1525,28,F,186,56,12659,584,Yoga,74,184,3.9,0.7,2023-02-08 23:00:00
1142,20,,154,53,8983,327,,70,,4.4,2.2,2023-02-09 00:00:00
1414,41,,171,75,7500,794,,,147,4,1.7,2023-02-09 01:00:00
1512,18,Female,157,97,2634,786,Cardio,55,250,7.9,3.8,2023-02-09 02:00:00
,22,Male,,87,15059,461,Strength,30,72,6.7,0.9,2023-02-09 03:00:00
1565,54,F,197,82,5814,276,,86,197,6,3.7,2023-02-09 04:00:00
1885,16,male,140,86,18551,526,Yoga,109,80,8.6,0.8,2023-02-09 05:00:00
1258,32,Female,,,5076,,Cardio,102,63,5.3,2.7,2023-02-09 06:00:00
1655,58,Male,159,60,9390,374,cardio,47,72,7,1.4,2023-02-09 07:00:00
1470,40,,149,60,6442,166,Strength,82,51,3.5,3.4,2023-02-09 08:00:00
1952,18,Male,149,75,4505,646,HIIT,106,122,8.2,0.7,2023-02-09 09:00:00
1970,30,male,198,102,18186,622,,95,108,7.9,3.8,2023-02-09 10:00:00
,44,Male,163,72,1502,460,,90,250,8.6,0.7,2023-02-09 11:00:00
1329,58,,173,48,,286,HIIT,69,189,9.2,1.3,2023-02-09 12:00:00
1735,47,,167,54,,,cardio,96,132,8.3,2.1,2023-02-09 13:00:00
1783,41,,166,95,17141,366,Strength,45,,8.9,3.1,2023-02-09 14:00:00
1967,31,,179,,11605,345,,15,90,5.4,3.8,2023-02-09 15:00:00
1357,40,Female,140,91,,350,Yoga,48,159,5.4,2,2023-02-09 16:00:00
1971,43,,172,76,5719,515,Strength,38,190,9.6,3.2,2023-02-09 17:00:00
1407,24,Male,143,74,8748,677,Cardio,36,88,9.4,,2023-02-09 18:00:00
1667,16,F,146,80,3870,549,,78,165,6.8,2.5,2023-02-09 19:00:00
1372,44,Female,148,53,5758,674,cardio,18,121,5.6,2.9,2023-02-09 20:00:00
1007,37,male,155,80,14038,739,Yoga,33,138,9.1,0.6,2023-02-09 21:00:00
1121,31,Male,144,73,6968,363,Strength,72,190,5.3,2,2023-02-09 22:00:00
1347,56,male,173,60,12659,490,Strength,28,105,4.1,3.3,2023-02-09 23:00:00
1675,59,,199,,18482,,Yoga,106,148,7.5,2.2,2023-02-10 00:00:00
1089,56,male,162,108,,268,Cardio,39,95,3.3,3.6,2023-02-10 01:00:00
1647,22,Male,182,103,8790,574,Cardio,67,149,5.7,3.4,2023-02-10 02:00:00
1697,29,Male,189,72,10585,522,,49,162,,3.5,2023-02-10 03:00:00
1315,44,F,164,99,5271,798,HIIT,77,160,5.1,1,
1177,34,Male,,75,5323,328,Yoga,41,123,9.5,1.4,2023-02-10 05:00:00
1539,34,,190,77,3038,581,,74,118,9.7,0.6,2023-02-10 06:00:00
1731,17,F,152,104,16977,551,Cardio,43,80,8.7,3.9,2023-02-10 07:00:00
1868,56,Male,163,85,,543,,94,174,9.9,1.3,2023-02-10 08:00:00
1040,30,,150,90,9063,715,Cardio,40,73,6.7,1.8,2023-02-10 09:00:00
1739,18,F,191,93,19369,228,Cardio,68,81,7,1.5,2023-02-10 10:00:00
1703,26,Male,190,109,2262,,cardio,87,162,8.9,0.6,2023-02-10 11:00:00
1922,45,,156,86,6731,267,,35,65,6.4,1.4,2023-02-10 12:00:00
1501,55,F,176,67,10903,517,HIIT,31,157,5.8,0.8,2023-02-10 13:00:00
,33,,152,71,1349,255,Cardio,43,73,7.3,1.9,2023-02-10 14:00:00
1144,,Female,166,76,1440,254,HIIT,,83,7.6,3.9,2023-02-10 15:00:00
1200,47,Female,159,,14899,452,Strength,22,177,8.3,2.9,2023-02-10 16:00:00
1928,23,,172,104,19946,779,Strength,105,101,7.7,3,2023-02-10 17:00:00
1723,37,F,181,61,4152,297,cardio,64,97,8.2,2.1,2023-02-10 18:00:00
1460,21,Male,171,76,11247,299,HIIT,17,136,7.7,3.3,2023-02-10 19:00:00
1731,27,male,147,51,19717,405,Yoga,71,250,6.4,3.7,2023-02-10 20:00:00
1751,55,Male,195,102,10614,231,cardio,31,87,,3.9,2023-02-10 21:00:00
1924,51,male,168,84,17457,165,Cardio,114,179,8.5,0.8,2023-02-10 22:00:00
1908,30,male,179,92,7949,342,Strength,65,118,3.2,3.6,2023-02-10 23:00:00
1557,43,F,158,95,3205,223,Strength,93,131,9.9,1.3,2023-02-11 00:00:00
,33,,145,101,18855,426,Yoga,30,167,8.8,1.9,2023-02-11 01:00:00
1252,17,Male,183,81,14133,210,cardio,107,102,7.7,1.7,2023-02-11 02:00:00
1389,28,,199,99,19114,685,HIIT,58,99,9.8,2.9,2023-02-11 03:00:00
1593,30,Female,178,85,1035,684,Strength,103,123,7.3,2.6,2023-02-11 04:00:00
1882,35,F,187,64,18404,492,Cardio,15,155,3.4,0.9,2023-02-11 05:00:00
1255,44,F,180,77,6534,544,Yoga,,99,6.9,3.2,2023-02-11 06:00:00
1708,57,Female,160,84,9009,407,Yoga,36,,4.9,2,2023-02-11 07:00:00
1814,44,Male,196,78,11952,347,,93,136,5.6,0.5,2023-02-11 08:00:00
1920,18,Female,161,106,3535,202,Yoga,111,143,6.2,2,2023-02-11 09:00:00
1449,34,Male,181,63,5963,420,Cardio,49,119,8.4,2.3,2023-02-11 10:00:00
1009,18,male,149,87,13707,350,Yoga,23,149,6.5,0.7,2023-02-11 11:00:00
1823,,F,149,107,13860,545,HIIT,83,193,6.3,1,2023-02-11 12:00:00
1797,,Male,191,54,15247,527,,61,77,5.1,4,2023-02-11 13:00:00
1241,19,,168,57,18410,753,HIIT,115,,6.8,3.5,2023-02-11 14:00:00
1250,26,,155,49,18670,684,cardio,88,167,,1,2023-02-11 15:00:00
,46,F,140,102,9512,237,cardio,49,60,4.8,2.5,2023-02-11 16:00:00
1004,58,Female,156,103,14887,547,HIIT,52,178,8.3,1.8,2023-02-11 17:00:00
1118,47,Female,169,103,3293,331,,67,118,5.4,2.4,2023-02-11 18:00:00
1800,42,Male,165,59,18996,432,,12,154,3.4,2.1,2023-02-11 19:00:00
1373,45,Female,192,45,17860,682,cardio,24,85,5.4,0.7,2023-02-11 20:00:00
1064,58,F,185,82,12356,710,Yoga,54,115,7.5,1.6,2023-02-11 21:00:00
1145,17,Male,,97,11018,339,HIIT,104,,8.7,0.9,2023-02-11 22:00:00
1223,24,male,192,96,13820,354,Strength,20,174,9.7,2.2,2023-02-11 23:00:00
1238,43,Female,160,45,16933,193,Cardio,119,190,8.2,3.7,2023-02-12 00:00:00
1176,46,Female,156,55,2947,449,,48,125,6,4,2023-02-12 01:00:00
1778,49,Male,185,102,16310,789,HIIT,28,195,5.1,3.8,2023-02-12 02:00:00
1852,,,179,,17303,428,Strength,88,87,3.9,3.9,2023-02-12 03:00:00
1281,40,Female,160,104,16014,534,Cardio,111,55,7.4,0.6,2023-02-12 04:00:00
1062,51,F,192,88,18977,786,,29,175,6.6,3.1,2023-02-12 05:00:00
,23,Female,180,50,10939,460,cardio,95,141,7.7,1.5,2023-02-12 06:00:00
1853,,male,179,72,15465,677,,80,77,4.7,3.5,2023-02-12 07:00:00
,52,Female,184,75,11225,423,Strength,65,138,5.3,3.3,2023-02-12 08:00:00
1794,54,,188,52,8704,631,,87,54,5,2,2023-02-12 09:00:00
1688,47,Female,158,49,17640,600,,13,160,8.6,2.2,2023-02-12 10:00:00
1460,32,Male,199,98,7512,681,cardio,18,157,4.2,1.4,2023-02-12 11:00:00
1928,50,Female,146,61,3991,680,Strength,112,94,7.3,1.5,2023-02-12 12:00:00
1609,52,,156,82,18801,674,HIIT,34,161,3.4,3.9,2023-02-12 13:00:00
1104,34,Male,140,53,8965,166,Cardio,56,51,6.8,3.6,2023-02-12 14:00:00
1098,59,F,176,58,14730,179,cardio,108,139,3.4,1.2,2023-02-12 15:00:00
1510,44,Male,196,70,,619,HIIT,110,164,,1.5,2023-02-12 16:00:00
1384,22,male,145,106,19936,453,Strength,58,112,3.8,0.9,2023-02-12 17:00:00
1404,43,Male,165,69,10249,704,Yoga,36,141,5.4,,2023-02-12 18:00:00
1822,24,F,141,80,15155,242,Cardio,37,119,5.4,3.7,2023-02-12 19:00:00
1517,43,Female,198,77,17080,727,Cardio,97,53,8.8,2.4,2023-02-12 20:00:00
1475,21,Male,171,47,3042,780,cardio,106,106,4.6,2.9,2023-02-12 21:00:00
1976,44,Male,,55,19565,733,HIIT,106,96,3.6,3.1,2023-02-12 22:00:00
1708,32,Male,187,102,15834,311,Strength,71,195,7.2,1.2,2023-02-12 23:00:00
1862,31,Male,193,108,5492,477,Strength,25,157,7.8,3.8,2023-02-13 00:00:00
1644,38,F,144,62,4558,403,HIIT,96,144,5.1,2.3,2023-02-13 01:00:00
1869,46,,176,91,10813,589,Cardio,55,93,7.2,0.8,2023-02-13 02:00:00
1770,18,,170,88,4658,720,,84,86,8.4,1.9,2023-02-13 03:00:00
1436,36,Male,151,103,17319,693,,55,112,5.4,2.6,2023-02-13 04:00:00
1022,41,F,174,94,4884,269,Strength,49,61,6.7,1.7,2023-02-13 05:00:00
1996,51,F,169,73,5780,663,HIIT,92,66,4,2.9,2023-02-13 06:00:00
1564,57,Male,187,46,6952,779,Cardio,43,83,3.2,3.6,2023-02-13 07:00:00
1676,52,male,145,69,8517,698,cardio,96,,9.9,3.2,2023-02-13 08:00:00
1713,37,Male,154,63,6106,246,,19,147,5.1,2.7,2023-02-13 09:00:00
1457,57,male,154,84,19550,,Cardio,110,95,5,2.3,2023-02-13 10:00:00
1082,27,Male,155,46,5397,566,Yoga,10,63,9.8,1.4,2023-02-13 11:00:00
1144,57,male,159,109,13643,406,Yoga,75,62,8.1,2.1,2023-02-13 12:00:00
1084,28,male,152,106,15822,277,HIIT,95,98,7.1,1.5,2023-02-13 13:00:00
1077,26,Male,,98,11462,508,Cardio,26,116,7.9,3.8,2023-02-13 14:00:00
1456,31,male,181,89,4711,305,Cardio,56,70,8,3.7,2023-02-13 15:00:00
1877,23,Female,185,,2586,206,Strength,33,100,8.3,1,
1000,55,,170,82,10406,731,cardio,59,87,3.5,3.4,2023-02-13 17:00:00
1050,55,F,173,48,8138,705,,94,168,5.9,3,2023-02-13 18:00:00
1684,17,male,168,61,8662,225,Cardio,113,75,,3.9,2023-02-13 19:00:00
1716,45,male,142,97,8404,307,,38,55,3.5,,2023-02-13 20:00:00
1771,45,F,148,97,14333,234,HIIT,87,67,5.9,3,
1445,27,male,150,75,10837,471,Strength,81,163,7.3,2.3,2023-02-13 22:00:00
1448,25,F,150,66,10542,458,,103,183,4.2,,2023-02-13 23:00:00
1880,59,Male,164,,16904,679,,95,106,5.1,0.7,2023-02-14 00:00:00
1487,26,Female,161,,9556,433,,96,,7.5,0.9,2023-02-14 01:00:00
1799,30,Female,181,59,14355,191,,113,97,7.1,1.5,2023-02-14 02:00:00
1033,31,,197,54,13806,283,,22,73,9.1,1.4,2023-02-14 03:00:00
1347,32,male,185,97,10818,763,Strength,73,136,8.5,3,2023-02-14 04:00:00
1094,41,,148,92,15864,798,HIIT,37,94,,3,2023-02-14 05:00:00
1071,,Male,159,75,1981,553,,103,92,7.2,3.9,2023-02-14 06:00:00
1550,27,Female,198,81,11228,642,,14,121,7.9,1.6,2023-02-14 07:00:00
1153,41,Male,160,72,4552,371,HIIT,83,119,9,3.8,2023-02-14 08:00:00
1249,38,Male,149,75,18305,378,Cardio,112,,8.9,2.6,
1673,33,male,161,58,12938,,Cardio,18,146,8,2.2,2023-02-14 10:00:00
1437,47,Male,168,60,,455,Strength,23,94,6.5,2.8,2023-02-14 11:00:00
