user_id,age,gender,height_cm,weight_kg,steps,calories_burned,workout_type,workout_duration_minutes,heart_rate,sleep_hours,water_intake_liters,date,activity_level
1951,52.0,Unknown,179.0,75.0,8202.0,395.0,Strength,114.0,94.0,9.1,0.8,2023-02-23 16:00:00,Medium
1314,35.0,Male,192.0,101.0,5438.0,480.2138947368421,Strength,61.0,91.0,9.1,0.9,2023-02-23 17:00:00,Medium
1876,18.0,Female,176.0,95.0,13139.0,407.0,Unknown,75.0,168.0,9.0,4.0,2023-02-23 18:00:00,High
1965,52.0,Female,150.0,68.0,12218.0,766.0,Unknown,15.0,198.0,4.1,3.9,2023-02-23 19:00:00,High
1740,37.0,Male,194.0,102.0,13924.0,530.0,HIIT,23.0,180.0,4.8,3.2,2023-02-23 20:00:00,High
1376,23.0,Unknown,150.0,48.0,7716.0,627.0,Strength,114.0,188.0,6.5,2.2,2023-02-23 21:00:00,Medium
1288,55.0,Unknown,152.0,54.0,17088.0,334.0,Cardio,38.0,73.0,5.5,2.3,2023-02-23 22:00:00,High
1436,59.0,Female,153.0,107.0,10814.5,452.0,Yoga,115.0,99.0,3.9,1.4,2023-02-23 23:00:00,High
1661,38.0,Male,199.0,59.0,5286.0,643.0,Unknown,35.0,137.0,5.0,2.0,2023-02-24 00:00:00,Medium
1276,37.0,Female,147.0,107.0,5739.0,313.0,cardio,64.40168421052631,70.0,9.8,2.0,2023-02-24 01:00:00,Medium
1709,26.0,Male,164.0,63.0,3089.0,793.0,cardio,13.0,181.0,5.4,2.2390315789473685,2023-02-24 02:00:00,Low
1581,23.0,Unknown,157.0,107.0,6605.0,352.0,Cardio,110.0,126.0,5.9,2.1,2023-02-24 03:00:00,Medium
1502,44.0,Male,190.0,100.0,7822.0,557.0,Unknown,66.0,92.0,3.0,2.2,2023-02-24 04:00:00,Medium
1623,45.0,Female,183.0,65.0,4321.0,359.0,Yoga,62.0,72.0,8.0,2.8,2023-02-24 05:00:00,Low
1515,25.0,Male,183.0,78.0,12773.0,250.0,Strength,111.0,70.0,5.9,2.3,2023-02-24 06:00:00,High
1349,54.0,Unknown,157.0,61.0,19933.0,595.0,Unknown,34.0,192.0,3.7,3.5,2023-02-24 07:00:00,High
1445,51.0,Male,169.0,95.0,5885.0,517.0,Strength,61.0,75.0,8.4,1.9,2023-02-24 09:00:00,Medium
1829,37.0,Male,199.0,109.0,13170.0,388.0,Unknown,102.0,108.0,8.1,2.5,2023-02-24 10:00:00,High
1349,47.0,Unknown,189.0,87.0,9933.0,440.0,HIIT,43.0,139.0,9.7,1.2,2023-02-24 11:00:00,Medium
1606,51.0,Female,183.0,101.0,10906.0,521.0,Yoga,25.0,94.0,5.9,1.9,2023-02-24 12:00:00,High
1663,37.0,Unknown,153.0,54.0,13236.0,580.0,cardio,110.0,143.0,8.0,2.9,2023-02-24 13:00:00,High
1822,41.0,Male,154.0,81.0,3797.0,429.0,Cardio,103.0,159.0,4.4,1.9,2023-02-24 14:00:00,Low
1136,37.0,Male,155.0,92.0,1818.0,616.0,cardio,64.40168421052631,113.0,7.9,3.7,2023-02-24 15:00:00,Low
1758,19.0,Male,141.0,100.0,9434.0,465.0,Strength,45.0,133.0,3.1,2.7,2023-02-24 16:00:00,Medium
1898,46.0,Male,169.0,80.0,8926.0,226.0,Strength,37.0,126.0,3.9,1.0,2023-02-24 17:00:00,Medium
1242,33.0,Male,169.0,77.0,13717.0,300.0,HIIT,74.0,76.0,6.0,2.2,2023-02-24 18:00:00,High
1542,53.0,Unknown,157.0,99.0,13069.0,545.0,Strength,81.0,136.0,3.1,3.2,2023-02-24 19:00:00,High
1039,39.0,Female,170.0,82.0,1012.0,645.0,Strength,62.0,61.0,6.2,2.8,2023-02-24 20:00:00,Low
1228,38.0,Female,183.0,59.0,6894.0,446.0,cardio,51.0,151.0,6.7,3.6,2023-02-24 21:00:00,Medium
1547,37.0,Male,187.0,60.0,8392.0,556.0,cardio,88.0,94.0,7.4,3.1,2023-02-24 22:00:00,Medium
1919,17.0,Unknown,152.0,97.0,17102.0,436.0,Cardio,107.0,177.0,3.7,0.7,2023-02-24 23:00:00,High
1222,46.0,Male,159.0,100.0,1689.0,642.0,Cardio,28.0,81.0,4.3,0.9,2023-02-25 00:00:00,Low
1005,26.0,Male,188.0,51.0,12932.0,685.0,Strength,53.0,103.0,7.3,2.8,2023-02-25 00:00:00,High
1731,20.0,Male,162.0,77.0,10814.5,480.2138947368421,Cardio,53.0,81.0,6.8,3.3,2023-02-25 04:00:00,High
1074,53.0,Female,181.0,48.0,18386.0,281.0,Strength,36.0,192.0,8.5,2.5,2023-02-25 05:00:00,High
1003,25.0,Unknown,172.0,87.0,8408.0,226.0,Unknown,93.0,153.0,3.5,2.0,2023-02-25 06:00:00,Medium
1846,55.0,Male,177.0,84.0,11694.0,280.0,Unknown,98.0,104.0,5.9,2.2390315789473685,2023-02-25 07:00:00,High
1645,39.0,Male,174.0,74.0,9142.0,561.0,cardio,82.0,90.0,5.3,2.2390315789473685,2023-02-25 08:00:00,Medium
1117,50.0,Male,190.0,54.0,2765.0,239.0,Unknown,113.0,176.0,9.4,3.0,2023-02-25 09:00:00,Low
1880,59.0,Male,175.0,51.0,16237.0,647.0,HIIT,43.0,89.0,4.3,2.9,2023-02-25 10:00:00,High
1503,37.0,Male,194.0,79.0,3291.0,771.0,cardio,33.0,163.0,9.3,1.5,2023-02-25 12:00:00,Low
1997,16.0,Female,142.0,83.0,5866.0,503.0,HIIT,65.0,87.0,5.3,3.3,2023-02-25 13:00:00,Medium
1946,46.0,Male,147.0,80.0,9429.0,420.0,cardio,16.0,250.0,6.7,2.3,2023-02-25 14:00:00,Medium
1573,46.0,Female,179.0,64.0,11584.0,541.0,Cardio,77.0,83.0,3.2,0.7,2023-02-25 15:00:00,High
1440,57.0,Female,198.0,93.0,12747.0,581.0,cardio,60.0,178.0,9.9,2.2390315789473685,2023-02-25 16:00:00,High
1193,57.0,Female,171.0,103.0,18968.0,621.0,HIIT,17.0,126.0,8.8,3.2,2023-02-25 17:00:00,High
1846,49.0,Unknown,168.0,93.0,2307.0,457.0,Strength,65.0,65.0,7.4,2.5,2023-02-25 18:00:00,Low
1714,24.0,Unknown,146.0,70.0,3085.0,480.2138947368421,Strength,86.0,63.0,3.4,2.0,2023-02-25 19:00:00,Low
1391,37.0,Male,141.0,80.0,17415.0,204.0,Strength,67.0,139.0,3.5,3.9,2023-02-25 20:00:00,High
1025,28.0,Male,160.0,87.0,1291.0,480.2138947368421,HIIT,94.0,67.0,6.8,3.2,2023-02-25 21:00:00,Low
1434,40.0,Male,145.0,87.0,4686.0,204.0,HIIT,108.0,133.0,5.0,2.4,2023-02-25 22:00:00,Low
1172,33.0,Female,167.0,77.0,13579.0,673.0,Cardio,78.0,105.0,7.4,2.2390315789473685,2023-02-25 23:00:00,High
1299,27.0,Female,187.0,89.0,2642.0,612.0,HIIT,17.0,139.0,7.2,1.5,2023-02-26 00:00:00,Low
1644,55.0,Unknown,181.0,89.0,10814.5,627.0,Unknown,75.0,78.0,8.9,1.2,2023-02-26 01:00:00,High
1325,32.0,Male,175.0,59.0,4909.0,360.0,Strength,33.0,71.0,5.0,1.5,2023-02-26 02:00:00,Low
1409,30.0,Male,171.0,61.0,18607.0,375.0,HIIT,51.0,60.0,7.0,1.5,2023-02-26 03:00:00,High
1117,57.0,Female,184.0,56.0,13268.0,156.0,Yoga,63.0,250.0,8.4,3.1,2023-02-26 04:00:00,High
1835,30.0,Female,181.0,66.0,11844.0,689.0,cardio,25.0,188.0,6.4,1.0,2023-02-26 05:00:00,High
1786,30.0,Female,192.0,67.0,9638.0,361.0,Cardio,13.0,101.0,8.8,3.2,2023-02-26 06:00:00,Medium
1723,54.0,Male,185.0,56.0,5373.0,338.0,Strength,68.0,116.0,3.9,2.3,2023-02-26 07:00:00,Medium
1224,28.0,Female,148.0,95.0,10814.5,224.0,Unknown,103.0,134.0,8.1,2.2390315789473685,2023-02-26 07:00:00,High
1531,32.0,Female,169.0,57.0,19963.0,263.0,Unknown,55.0,124.0,9.6,1.6,2023-02-26 09:00:00,High
1112,47.0,Male,162.0,101.0,18806.0,767.0,Strength,64.40168421052631,185.0,6.5,2.3,2023-02-26 10:00:00,High
1139,24.0,Male,189.0,99.0,8558.0,300.0,Unknown,108.0,172.0,5.6,1.6,2023-02-26 11:00:00,Medium
1558,55.0,Female,150.0,72.0,14271.0,585.0,Yoga,115.0,55.0,3.6,2.0,2023-02-26 12:00:00,High
1000,35.0,Male,188.0,88.0,7745.0,233.0,Cardio,22.0,130.0,7.5,3.1,2023-02-26 13:00:00,Medium
1089,41.0,Male,141.0,63.0,19993.0,361.0,cardio,46.0,62.0,6.9,2.7,2023-02-26 14:00:00,High
1653,42.0,Unknown,142.0,90.0,7734.0,610.0,Cardio,63.0,55.0,3.3,3.1,2023-02-26 15:00:00,Medium
1319,36.0,Male,150.0,47.0,14860.0,326.0,Cardio,58.0,170.0,8.3,3.0,2023-02-26 16:00:00,High
1549,33.0,Male,189.0,64.0,9250.0,461.0,Strength,84.0,94.0,8.8,3.4,2023-02-26 17:00:00,Medium
1804,28.0,Female,198.0,69.0,9650.0,308.0,HIIT,67.0,155.0,9.3,1.2,2023-02-26 18:00:00,Medium
1893,31.0,Female,174.0,100.0,17487.0,335.0,cardio,28.0,75.0,6.8,4.0,2023-02-26 19:00:00,High
1138,24.0,Unknown,197.0,105.0,18125.0,620.0,Cardio,27.0,53.0,6.5,2.2,2023-02-26 20:00:00,High
1510,27.0,Male,154.0,99.0,10814.5,458.0,Unknown,69.0,86.0,9.1,2.2390315789473685,2023-02-26 21:00:00,High
1867,59.0,Male,182.0,79.0,11893.0,395.0,Strength,26.0,70.0,5.8,2.2390315789473685,2023-02-26 22:00:00,High
1844,53.0,Male,150.0,103.0,13842.0,533.0,HIIT,20.0,77.0,7.6,2.5,2023-02-26 23:00:00,High
1258,34.0,Female,170.0,83.0,5723.0,191.0,HIIT,24.0,126.0,7.3,4.0,2023-02-27 00:00:00,Medium
1672,22.0,Male,167.0,101.0,10814.5,434.0,Strength,81.0,152.0,5.6,1.3,2023-02-27 01:00:00,High
1901,50.0,Male,167.0,78.0,6203.0,449.0,Cardio,64.40168421052631,75.0,3.6,2.0,2023-02-27 02:00:00,Medium
1689,33.0,Female,171.0,85.0,3976.0,585.0,Unknown,102.0,194.0,3.1,0.9,2023-02-27 03:00:00,Low
1009,31.0,Unknown,164.0,66.0,8426.0,518.0,Strength,26.0,165.0,6.0,1.1,2023-02-27 04:00:00,Medium
1260,54.0,Unknown,159.0,71.0,9619.0,635.0,Unknown,99.0,142.0,6.4,3.0,2023-02-27 05:00:00,Medium
1918,19.0,Female,167.0,65.0,15702.0,585.0,HIIT,14.0,79.0,8.8,0.5,2023-02-27 05:00:00,High
1649,40.0,Male,164.0,85.0,7486.0,577.0,HIIT,70.0,170.0,5.9,3.6,2023-02-27 07:00:00,Medium
1171,47.0,Unknown,150.0,75.0,7490.0,330.0,Yoga,13.0,54.0,5.0,2.7,2023-02-27 08:00:00,Medium
1897,55.0,Male,158.0,71.0,15114.0,489.0,Yoga,65.0,167.0,6.2,2.0,2023-02-27 09:00:00,High
1012,28.0,Female,167.0,81.0,19328.0,640.0,HIIT,97.0,55.0,4.7,1.7,2023-02-27 10:00:00,High
1167,32.0,Female,140.0,98.0,6973.0,644.0,Yoga,84.0,155.0,3.6,0.9,2023-02-27 11:00:00,Medium
1641,52.0,Male,198.0,53.0,14447.0,312.0,Yoga,103.0,173.0,3.8,3.7,2023-02-27 12:00:00,High
1595,21.0,Female,144.0,86.0,10814.5,707.0,Yoga,113.0,187.0,5.2,3.0,2023-02-27 13:00:00,High
1320,34.0,Unknown,149.0,80.0,14171.0,605.0,HIIT,57.0,119.0,3.1,1.7,2023-02-27 14:00:00,High
1318,28.0,Female,181.0,54.0,10814.5,241.0,Cardio,57.0,187.0,4.5,0.7,2023-02-27 15:00:00,High
1612,41.0,Unknown,185.0,103.0,6521.0,480.2138947368421,Cardio,44.0,155.0,8.5,1.6,2023-02-27 16:00:00,Medium
1328,29.0,Unknown,173.0,84.0,13891.0,588.0,cardio,117.0,93.0,4.6,1.1,2023-02-27 17:00:00,High
1784,46.0,Unknown,175.0,98.0,17795.0,647.0,Yoga,118.0,105.0,3.8,3.3,2023-02-27 18:00:00,High
1776,19.0,Male,141.0,83.0,11687.0,477.0,Cardio,42.0,126.0,9.6,3.0,2023-02-27 19:00:00,High
1970,54.0,Female,157.0,51.0,1246.0,690.0,cardio,109.0,62.0,7.4,2.2390315789473685,2023-02-27 20:00:00,Low
1910,23.0,Female,169.0,48.0,12009.0,658.0,Strength,30.0,171.0,3.4,3.6,2023-02-27 21:00:00,High
1549,28.0,Male,169.0,92.0,12523.0,340.0,Cardio,14.0,139.0,6.5,2.1,2023-02-27 23:00:00,High
1418,47.0,Female,159.0,50.0,16528.0,196.0,Cardio,73.0,58.0,6.8,3.0,2023-02-28 00:00:00,High
1605,53.0,Unknown,141.0,79.0,16276.0,400.0,Unknown,78.0,95.0,3.5,2.2390315789473685,2023-02-28 01:00:00,High
1094,53.0,Female,150.0,102.0,8457.0,213.0,Cardio,30.0,105.0,4.6,1.8,2023-02-28 02:00:00,Medium
1816,43.0,Male,169.0,63.0,3060.0,469.0,Unknown,98.0,123.0,9.5,2.5,2023-02-28 03:00:00,Low
1580,45.0,Unknown,171.0,106.0,4334.0,673.0,cardio,83.0,89.0,7.0,1.8,2023-02-28 04:00:00,Low
1317,18.0,Female,171.0,54.0,14087.0,441.0,Unknown,92.0,116.0,6.1,2.2,2023-02-28 05:00:00,High
1955,43.0,Unknown,197.0,69.0,1944.0,178.0,Strength,41.0,162.0,4.8,2.6,2023-02-28 06:00:00,Low
1235,18.0,Male,189.0,88.0,6361.0,586.0,Yoga,27.0,132.0,3.9,1.8,2023-02-28 07:00:00,Medium
1333,31.0,Female,169.0,69.0,6284.0,735.0,HIIT,107.0,183.0,9.5,1.0,2023-02-28 09:00:00,Medium
1884,37.0,Unknown,167.0,77.0,10814.5,196.0,Yoga,88.0,78.0,3.3,2.3,2023-02-28 10:00:00,High
1375,47.0,Unknown,149.0,54.0,11916.0,566.0,HIIT,33.0,68.0,9.9,2.2390315789473685,2023-02-28 11:00:00,High
1458,53.0,Unknown,161.0,69.0,10509.0,742.0,cardio,14.0,163.0,4.5,3.6,2023-02-28 12:00:00,High
1136,23.0,Male,194.0,55.0,13764.0,600.0,Cardio,62.0,157.0,5.9,3.4,2023-02-28 13:00:00,High
1929,23.0,Female,156.0,80.0,15891.0,782.0,Yoga,105.0,192.0,3.3,1.7,2023-02-28 14:00:00,High
1587,21.0,Unknown,161.0,93.0,15003.0,704.0,Yoga,82.0,126.0,7.1,3.4,2023-02-28 15:00:00,High
1994,29.0,Unknown,182.0,77.0,10866.0,223.0,Cardio,64.0,87.0,6.4,2.4,2023-02-28 16:00:00,High
1546,47.0,Male,158.0,51.0,1333.0,202.0,Strength,14.0,70.0,7.7,1.1,2023-02-28 17:00:00,Low
1512,50.0,Unknown,156.0,95.0,10456.0,382.0,cardio,78.0,100.0,6.8,2.6,2023-02-28 18:00:00,High
1295,25.0,Female,163.0,61.0,12369.0,349.0,Cardio,50.0,69.0,5.8,2.9,2023-02-28 19:00:00,High
1917,27.0,Male,171.0,70.0,10814.5,480.2138947368421,Yoga,107.0,81.0,3.2,1.6,2023-02-28 21:00:00,High
1571,46.0,Male,197.0,66.0,13410.0,480.2138947368421,Strength,16.0,160.0,6.8,0.5,2023-02-28 22:00:00,High
1831,44.0,Unknown,195.0,57.0,3665.0,671.0,Yoga,99.0,141.0,3.8,1.6,2023-02-28 22:00:00,Low
1348,20.0,Male,197.0,56.0,8131.0,480.2138947368421,HIIT,10.0,181.0,6.1,1.7,2023-03-01 00:00:00,Medium
1839,40.0,Male,185.0,45.0,5935.0,302.0,Yoga,61.0,56.0,8.5,2.7,2023-03-01 01:00:00,Medium
1778,56.0,Female,198.0,77.0,1415.0,255.0,cardio,107.0,52.0,4.0,1.2,2023-03-01 02:00:00,Low
1872,46.0,Male,191.0,58.0,1707.0,702.0,Cardio,35.0,74.0,9.6,0.6,2023-03-01 03:00:00,Low
1269,35.0,Female,167.0,87.0,8494.0,351.0,Unknown,72.0,58.0,5.9,3.4,2023-03-01 05:00:00,Medium
1827,54.0,Female,153.0,102.0,7180.0,480.2138947368421,HIIT,21.0,75.0,3.0,2.2390315789473685,2023-03-01 06:00:00,Medium
1797,37.0,Unknown,197.0,85.0,15011.0,714.0,HIIT,79.0,113.0,8.5,2.0,2023-03-01 07:00:00,High
1290,19.0,Male,175.0,83.0,3559.0,296.0,Cardio,93.0,67.0,9.2,2.1,2023-03-01 08:00:00,Low
1724,28.0,Male,145.0,45.0,9137.0,648.0,HIIT,28.0,140.0,4.2,3.1,2023-03-01 09:00:00,Medium
1164,57.0,Unknown,148.0,85.0,4971.0,431.0,Cardio,89.0,51.0,9.4,2.2,2023-03-01 10:00:00,Low
1004,35.0,Unknown,160.0,89.0,3957.0,459.0,Unknown,13.0,50.0,9.4,0.8,2023-03-01 11:00:00,Low
1850,28.0,Male,151.0,57.0,19113.0,200.0,Cardio,105.0,97.0,6.3,1.2,2023-03-01 12:00:00,High
1378,32.0,Unknown,197.0,53.0,11093.0,644.0,Strength,91.0,156.0,8.6,1.2,2023-03-01 13:00:00,High
1077,37.0,Female,169.0,107.0,13951.0,558.0,HIIT,14.0,124.0,6.1,2.3,2023-03-01 14:00:00,High
1409,48.0,Unknown,170.0,67.0,1026.0,775.0,HIIT,63.0,75.0,6.9,0.6,2023-03-01 15:00:00,Low
1573,37.0,Female,179.0,98.0,3583.0,422.0,Unknown,79.0,55.0,5.2,1.5,2023-03-01 16:00:00,Low
1131,30.0,Male,195.0,91.0,4055.0,607.0,Yoga,66.0,75.0,4.1,2.6,2023-03-01 17:00:00,Low
1600,37.0,Male,143.0,83.0,7801.0,269.0,Strength,87.0,92.0,8.2,1.7,2023-03-01 18:00:00,Medium
1748,32.0,Female,170.0,70.0,2658.0,195.0,Yoga,61.0,171.0,3.0,3.0,2023-03-01 19:00:00,Low
1041,39.0,Female,166.0,45.0,4951.0,392.0,Cardio,27.0,126.0,7.1,1.9,2023-03-01 20:00:00,Low
1088,23.0,Male,197.0,58.0,8299.0,460.0,cardio,73.0,58.0,9.1,3.9,2023-03-01 21:00:00,Medium
1401,42.0,Unknown,196.0,109.0,10814.5,711.0,Unknown,19.0,76.0,4.5,3.9,2023-03-01 22:00:00,High
1295,38.0,Male,164.0,93.0,13279.0,480.0,HIIT,32.0,120.0,6.5,3.3,2023-03-01 23:00:00,High
1839,23.0,Male,144.0,94.0,5137.0,160.0,cardio,91.0,166.0,7.1,3.8,2023-03-02 00:00:00,Medium
1294,23.0,Female,169.0,102.0,12423.0,480.2138947368421,Cardio,77.0,167.0,4.7,1.2,2023-03-02 01:00:00,High
1615,41.0,Female,169.0,97.0,2714.0,197.0,Cardio,61.0,52.0,8.9,3.1,2023-03-02 02:00:00,Low
1799,54.0,Female,166.0,62.0,4347.0,717.0,Yoga,64.40168421052631,173.0,7.1,3.0,2023-03-02 04:00:00,Low
1690,52.0,Male,147.0,60.0,2986.0,157.0,HIIT,79.0,123.0,4.6,1.8,2023-03-02 05:00:00,Low
1636,43.0,Female,148.0,46.0,4544.0,675.0,HIIT,35.0,130.0,3.3,1.5,2023-03-02 06:00:00,Low
1421,37.0,Unknown,154.0,57.0,18085.0,519.0,cardio,64.40168421052631,114.0,4.2,3.9,2023-03-02 07:00:00,High
1864,31.0,Male,175.0,89.0,10646.0,589.0,Strength,108.0,171.0,3.3,1.2,2023-03-02 08:00:00,High
1022,17.0,Unknown,196.0,87.0,4786.0,715.0,Unknown,114.0,195.0,6.3,3.2,2023-03-02 09:00:00,Low
1574,33.0,Male,180.0,98.0,15415.0,633.0,Cardio,52.0,183.0,7.1,2.9,2023-03-02 10:00:00,High
1142,32.0,Male,146.0,75.0,10814.5,422.0,Strength,78.0,151.0,3.3,1.6,2023-03-02 11:00:00,High
1992,45.0,Male,171.0,53.0,15284.0,280.0,HIIT,72.0,91.0,3.6,2.1,2023-03-02 12:00:00,High
1664,54.0,Female,147.0,92.0,7659.0,670.0,Unknown,87.0,160.0,6.4,1.0,2023-03-02 13:00:00,Medium
1144,28.0,Male,186.0,62.0,4044.0,783.0,Yoga,75.0,153.0,8.6,3.7,2023-03-02 14:00:00,Low
1224,47.0,Female,190.0,55.0,4883.0,263.0,cardio,113.0,53.0,7.4,3.9,2023-03-02 15:00:00,Low
1502,44.0,Male,154.0,106.0,10814.5,681.0,Cardio,72.0,148.0,3.7,3.1,2023-03-02 16:00:00,High
1961,45.0,Unknown,176.0,63.0,19204.0,648.0,Cardio,22.0,181.0,9.2,3.5,2023-03-02 17:00:00,High
1973,33.0,Female,158.0,68.0,16762.0,488.0,Unknown,60.0,114.0,9.4,0.8,2023-03-02 17:00:00,High
1820,28.0,Unknown,178.0,77.0,19847.0,170.0,Yoga,14.0,126.0,5.3,1.8,2023-03-02 19:00:00,High
1615,58.0,Female,145.0,90.0,4371.0,182.0,Unknown,56.0,196.0,7.3,1.7,2023-03-02 20:00:00,Low
1103,36.0,Female,198.0,97.0,9527.0,282.0,HIIT,45.0,126.0,6.4,2.5,2023-03-02 21:00:00,Medium
1946,45.0,Male,158.0,73.0,11116.0,175.0,Strength,45.0,165.0,9.6,1.1,2023-03-02 22:00:00,High
1038,36.0,Female,196.0,80.0,3788.0,513.0,Unknown,59.0,184.0,6.6,2.5,2023-03-02 23:00:00,Low
1946,32.0,Male,167.0,61.0,5125.0,750.0,Strength,65.0,113.0,9.7,2.8,2023-03-03 00:00:00,Medium
1197,55.0,Female,156.0,92.0,4606.0,241.0,HIIT,28.0,126.0,4.4,1.0,2023-03-03 01:00:00,Low
1645,34.0,Male,181.0,68.0,18924.0,694.0,Cardio,29.0,164.0,5.4,1.0,2023-03-03 02:00:00,High
1578,30.0,Male,158.0,98.0,9766.0,387.0,Yoga,31.0,177.0,6.5,0.6,2023-03-03 02:00:00,Medium
1178,25.0,Male,150.0,50.0,11205.0,423.0,Yoga,114.0,150.0,8.1,1.7,2023-03-03 05:00:00,High
1967,59.0,Female,154.0,99.0,11833.0,438.0,cardio,71.0,168.0,9.0,1.3,2023-03-03 06:00:00,High
1553,46.0,Unknown,149.0,82.0,1753.0,176.0,Cardio,53.0,123.0,7.9,3.2,2023-03-03 07:00:00,Low
1447,38.0,Female,182.0,77.0,14875.0,583.0,Unknown,77.0,126.0,7.5,1.0,2023-03-03 08:00:00,High
1499,37.0,Female,162.0,52.0,8488.0,257.0,HIIT,76.0,72.0,6.2,2.0,2023-03-03 09:00:00,Medium
1014,48.0,Female,142.0,64.0,8206.0,473.0,Strength,64.40168421052631,63.0,6.3,3.1,2023-03-03 10:00:00,Medium
1622,24.0,Female,142.0,99.0,10680.0,680.0,HIIT,98.0,103.0,5.8,2.5,2023-03-03 11:00:00,High
1668,16.0,Female,157.0,92.0,8938.0,480.2138947368421,cardio,58.0,173.0,7.3,2.4,2023-03-03 12:00:00,Medium
1288,59.0,Male,164.0,100.0,19345.0,481.0,Yoga,110.0,94.0,5.8,1.1,2023-03-03 13:00:00,High
1477,50.0,Male,182.0,54.0,6958.0,511.0,Unknown,68.0,65.0,4.0,1.1,2023-03-03 14:00:00,Medium
1230,26.0,Male,159.0,96.0,16770.0,438.0,Unknown,13.0,151.0,3.7,2.5,2023-03-03 15:00:00,High
1922,49.0,Male,197.0,94.0,7635.0,593.0,Unknown,48.0,144.0,9.5,2.2390315789473685,2023-03-03 16:00:00,Medium
1419,31.0,Female,168.0,77.0,9629.0,186.0,Strength,16.0,158.0,3.2,3.5,2023-03-03 17:00:00,Medium
1156,24.0,Unknown,161.0,80.0,18166.0,497.0,cardio,80.0,185.0,3.7,1.7,2023-03-03 18:00:00,High
1549,47.0,Female,189.0,77.0,13869.0,480.2138947368421,HIIT,58.0,126.0,6.1,2.0,2023-03-03 19:00:00,High
1096,27.0,Unknown,154.0,62.0,10219.0,158.0,cardio,24.0,126.0,5.8,2.2390315789473685,2023-03-03 21:00:00,High
1996,48.0,Female,178.0,91.0,9029.0,675.0,Cardio,16.0,195.0,3.8,2.7,2023-03-03 22:00:00,Medium
1410,29.0,Unknown,149.0,76.0,17272.0,280.0,Unknown,56.0,99.0,3.9,2.2390315789473685,2023-03-03 22:00:00,High
1950,23.0,Female,160.0,87.0,17673.0,474.0,Unknown,77.0,83.0,8.6,2.5,2023-03-04 00:00:00,High
1288,23.0,Male,194.0,84.0,17763.0,333.0,Yoga,107.0,149.0,8.3,1.8,2023-03-04 01:00:00,High
1253,42.0,Female,191.0,109.0,13165.0,431.0,Cardio,54.0,126.0,3.7,2.1,2023-03-04 02:00:00,High
1195,27.0,Female,168.0,79.0,12043.0,202.0,Unknown,117.0,130.0,7.7,1.8,2023-03-04 03:00:00,High
1597,16.0,Female,171.0,94.0,10570.0,702.0,cardio,115.0,61.0,7.3,1.9,2023-03-04 04:00:00,High
1833,58.0,Unknown,149.0,56.0,7886.0,682.0,Strength,28.0,126.0,8.0,1.6,2023-03-04 05:00:00,Medium
1521,55.0,Male,152.0,102.0,2958.0,526.0,Strength,56.0,124.0,6.3,0.8,2023-03-04 06:00:00,Low
1516,57.0,Female,186.0,107.0,11319.0,444.0,Unknown,62.0,104.0,4.9,0.6,2023-03-04 07:00:00,High
1634,26.0,Male,169.0,93.0,50000.0,480.2138947368421,Unknown,111.0,141.0,7.6,1.1,2023-03-04 08:00:00,High
1841,54.0,Unknown,189.0,80.0,10814.5,626.0,cardio,36.0,137.0,6.5,1.4,2023-03-04 09:00:00,High
1864,58.0,Female,162.0,98.0,15272.0,218.0,HIIT,14.0,58.0,4.5,3.6,2023-03-04 10:00:00,High
1117,46.0,Unknown,170.0,91.0,1777.0,586.0,cardio,69.0,52.0,5.9,2.6,2023-03-04 11:00:00,Low
1805,32.0,Female,143.0,77.0,3566.0,450.0,Unknown,86.0,167.0,8.3,3.9,2023-03-04 12:00:00,Low
1908,48.0,Unknown,191.0,97.0,11095.0,176.0,HIIT,71.0,185.0,6.3,1.7,2023-03-04 13:00:00,High
1158,47.0,Female,188.0,76.0,11953.0,777.0,Strength,68.0,79.0,5.1,1.9,2023-03-04 14:00:00,High
1814,44.0,Female,199.0,106.0,8404.0,702.0,Yoga,119.0,116.0,8.8,3.0,2023-03-04 15:00:00,Medium
1227,36.0,Unknown,142.0,81.0,1078.0,255.0,Yoga,70.0,104.0,9.2,2.5,2023-03-04 16:00:00,Low
1876,36.0,Female,160.0,82.0,2581.0,735.0,cardio,65.0,172.0,6.0,2.3,2023-03-04 17:00:00,Low
1215,55.0,Male,192.0,74.0,10814.5,721.0,cardio,87.0,92.0,5.6,2.5,2023-03-04 18:00:00,High
1947,38.0,Female,141.0,102.0,8967.0,783.0,Strength,103.0,120.0,7.3,2.5,2023-03-04 19:00:00,Medium
1695,21.0,Female,143.0,76.0,8839.0,160.0,Unknown,56.0,111.0,6.5,3.2,2023-03-04 20:00:00,Medium
1014,37.0,Male,140.0,95.0,3162.0,365.0,Yoga,57.0,159.0,7.8,2.2390315789473685,2023-03-04 21:00:00,Low
1156,53.0,Unknown,154.0,77.0,18869.0,470.0,cardio,19.0,78.0,8.5,3.9,2023-03-04 21:00:00,High
1647,52.0,Male,196.0,103.0,14913.0,609.0,Unknown,41.0,164.0,5.8,2.2390315789473685,2023-03-04 23:00:00,High
1260,23.0,Male,172.0,64.0,1964.0,675.0,Yoga,74.0,51.0,4.2,2.2390315789473685,2023-03-05 00:00:00,Low
1156,56.0,Female,145.0,81.0,11739.0,728.0,cardio,33.0,139.0,3.2,2.2390315789473685,2023-03-05 00:00:00,High
